split,date_index,datetime,user_idx,user_name,mse,mae,nmse
eval,7008,2006-10-20 00:00:00,0,0,4814.56689453125,44.11375427246094,0.5875139236450195
eval,7008,2006-10-20 00:00:00,1,1,1273.20751953125,20.94149398803711,0.5305851697921753
eval,7008,2006-10-20 00:00:00,2,2,883.7387084960938,14.274123191833496,0.4432958960533142
eval,7008,2006-10-20 00:00:00,3,3,727.3739013671875,14.464462280273438,0.39646095037460327
eval,7008,2006-10-20 00:00:00,4,4,2705.1015625,31.552648544311523,0.41531461477279663
eval,7008,2006-10-20 00:00:00,5,5,20163.16015625,84.85289001464844,1.0554120540618896
eval,7008,2006-10-20 00:00:00,6,6,1508.218017578125,23.476171493530273,0.8095676302909851
eval,7008,2006-10-20 00:00:00,7,7,1217.7314453125,21.091068267822266,0.6636474132537842
eval,7008,2006-10-20 00:00:00,8,8,1638.568115234375,22.13722801208496,0.7750678062438965
eval,7008,2006-10-20 00:00:00,9,9,1414.99853515625,21.904449462890625,0.7613736391067505
eval,7008,2006-10-20 00:00:00,10,10,928.8595581054688,17.749130249023438,0.522200882434845
eval,7008,2006-10-20 00:00:00,11,11,604.8793334960938,14.711231231689453,0.824191689491272
eval,7008,2006-10-20 00:00:00,12,12,2090.91357421875,25.564838409423828,0.9715080261230469
eval,7008,2006-10-20 00:00:00,13,13,1836.765869140625,24.70204734802246,0.9595817923545837
eval,7008,2006-10-20 00:00:00,14,14,2397.76611328125,28.07872772216797,0.9055474996566772
eval,7008,2006-10-20 00:00:00,15,15,449.95843505859375,13.324150085449219,0.6088604927062988
eval,7008,2006-10-20 00:00:00,16,16,2225.3232421875,27.337759017944336,1.0453323125839233
eval,7008,2006-10-20 00:00:00,17,17,2083.042724609375,25.767425537109375,0.9605607986450195
eval,7008,2006-10-20 00:00:00,18,18,1379.008544921875,21.5185604095459,0.725683331489563
eval,7008,2006-10-20 00:00:00,19,19,1662.066650390625,23.72626304626465,0.8512582778930664
eval,7008,2006-10-20 00:00:00,20,20,1207.576171875,18.59503173828125,0.5976061224937439
eval,7008,2006-10-20 00:00:00,21,21,1774.4471435546875,24.958110809326172,0.8477553725242615
eval,7008,2006-10-20 00:00:00,22,22,1997.678466796875,27.53871726989746,0.7630075812339783
eval,7008,2006-10-20 00:00:00,23,23,6146.95849609375,45.85966110229492,0.5049242973327637
eval,7008,2006-10-20 00:00:00,24,24,1890.7884521484375,24.67334747314453,0.9061533808708191
eval,7008,2006-10-20 00:00:00,25,25,1242.5506591796875,20.057178497314453,0.8337252140045166
eval,7008,2006-10-20 00:00:00,26,26,1483.869384765625,21.496931076049805,0.7890846133232117
eval,7008,2006-10-20 00:00:00,27,27,1250.525146484375,20.743728637695312,0.5296699404716492
eval,7008,2006-10-20 00:00:00,28,28,7035.73828125,50.27592468261719,0.6380447149276733
eval,7008,2006-10-20 00:00:00,29,29,1627.496826171875,23.893314361572266,0.8596068620681763
eval,7008,2006-10-20 00:00:00,30,30,1271.039794921875,22.977291107177734,0.8374418616294861
eval,7008,2006-10-20 00:00:00,31,31,6329.7578125,46.315521240234375,0.7390779852867126
eval,7008,2006-10-20 00:00:00,32,32,1994.6986083984375,26.525836944580078,0.9492690563201904
eval,7008,2006-10-20 00:00:00,33,33,1557.904296875,23.03722381591797,0.9341442584991455
eval,7008,2006-10-20 00:00:00,34,34,1199.518798828125,19.973854064941406,0.7184447646141052
eval,7008,2006-10-20 00:00:00,35,35,1363.9365234375,22.182350158691406,0.8557815551757812
eval,7008,2006-10-20 00:00:00,36,36,1473.7490234375,21.2408504486084,0.6868846416473389
eval,7008,2006-10-20 00:00:00,37,37,817.1053466796875,15.822607040405273,0.7721449136734009
eval,7008,2006-10-20 00:00:00,38,38,2455.112548828125,29.643489837646484,1.1852166652679443
eval,7008,2006-10-20 00:00:00,39,39,1995.5213623046875,26.644529342651367,0.946686863899231
eval,7008,2006-10-20 00:00:00,40,40,13902.2734375,68.1422119140625,0.9152096509933472
eval,7008,2006-10-20 00:00:00,41,41,735.3389892578125,13.425596237182617,0.3778383731842041
eval,7008,2006-10-20 00:00:00,42,42,1351.227294921875,22.121135711669922,0.6141230463981628
eval,7008,2006-10-20 00:00:00,43,43,1777.71630859375,24.876995086669922,0.936529815196991
eval,7008,2006-10-20 00:00:00,44,44,2799.63232421875,34.05027389526367,0.6630576848983765
eval,7008,2006-10-20 00:00:00,45,45,1253.8055419921875,22.29012107849121,0.8095219135284424
eval,7008,2006-10-20 00:00:00,46,46,854.2578125,17.021224975585938,0.824527382850647
eval,7008,2006-10-20 00:00:00,47,47,2015.6302490234375,26.49664878845215,1.0214505195617676
eval,7008,2006-10-20 00:00:00,48,48,1110.720703125,19.603797912597656,0.4574490785598755
eval,7008,2006-10-20 00:00:00,49,49,1934.6478271484375,25.634748458862305,0.9141365885734558
eval,7008,2006-10-20 00:00:00,50,50,1764.7796630859375,24.266300201416016,0.8299096822738647
eval,7008,2006-10-20 00:00:00,51,51,1503.6571044921875,21.71811294555664,0.780751645565033
eval,7008,2006-10-20 00:00:00,52,52,1752.971435546875,25.406719207763672,0.7875680923461914
eval,7008,2006-10-20 00:00:00,53,53,1598.9637451171875,22.326541900634766,0.8088220357894897
eval,7008,2006-10-20 00:00:00,54,54,1325.2564697265625,21.947912216186523,0.7124401926994324
eval,7008,2006-10-20 00:00:00,55,55,1553.266845703125,21.53964614868164,0.723464846611023
eval,7008,2006-10-20 00:00:00,56,56,2265.20654296875,25.95159912109375,1.0945498943328857
eval,7008,2006-10-20 00:00:00,57,57,2025.8660888671875,26.54884910583496,1.141250491142273
eval,7008,2006-10-20 00:00:00,58,58,1997.475341796875,26.44935417175293,1.0052764415740967
eval,7008,2006-10-20 00:00:00,59,59,2017.7171630859375,24.81761932373047,0.9774011373519897
eval,7008,2006-10-20 00:00:00,60,60,997.8544921875,18.629369735717773,0.8830664157867432
eval,7008,2006-10-20 00:00:00,61,61,1914.71533203125,25.371097564697266,0.8572827577590942
eval,7008,2006-10-20 00:00:00,62,62,1423.5244140625,21.86469268798828,0.8308517932891846
eval,7008,2006-10-20 00:00:00,63,63,1198.88525390625,19.751726150512695,0.7146870493888855
eval,7008,2006-10-20 00:00:00,64,64,1233.7152099609375,20.594375610351562,0.5996581315994263
eval,7008,2006-10-20 00:00:00,65,65,2646.661376953125,30.694677352905273,1.2280491590499878
eval,7008,2006-10-20 00:00:00,66,66,1083.103271484375,19.483631134033203,0.5880227088928223
eval,7008,2006-10-20 00:00:00,67,67,163.48971557617188,6.984426021575928,0.0652412623167038
eval,7008,2006-10-20 00:00:00,68,68,8030.35107421875,57.18144226074219,1.151365041732788
eval,7008,2006-10-20 00:00:00,69,69,6246.67138671875,47.73554611206055,0.6989061832427979
eval,7008,2006-10-20 00:00:00,70,70,3853.43505859375,37.431941986083984,0.8843757510185242
eval,7008,2006-10-20 00:00:00,71,71,1027.920166015625,19.055505752563477,0.9063889384269714
eval,7008,2006-10-20 00:00:00,72,72,1602.335205078125,23.78164291381836,0.7564554214477539
eval,7008,2006-10-20 00:00:00,73,73,8556.712890625,58.438106536865234,0.48248833417892456
eval,7008,2006-10-20 00:00:00,74,74,985.9345092773438,16.404239654541016,0.5319750308990479
eval,7008,2006-10-20 00:00:00,75,75,1141.2724609375,18.43189811706543,0.5321956276893616
eval,7008,2006-10-20 00:00:00,76,76,3223.130859375,33.69236755371094,1.251920223236084
eval,7008,2006-10-20 00:00:00,77,77,1031.715576171875,17.68754005432129,0.5790069103240967
eval,7008,2006-10-20 00:00:00,78,78,1925.2596435546875,26.02065658569336,0.8870044946670532
eval,7008,2006-10-20 00:00:00,79,79,1259.9051513671875,20.39921760559082,0.6138289570808411
eval,7008,2006-10-20 00:00:00,80,80,3873.70751953125,37.432498931884766,0.8529590964317322
eval,7008,2006-10-20 00:00:00,81,81,1325.3465576171875,20.980224609375,0.7561118602752686
eval,7008,2006-10-20 00:00:00,82,82,647.459228515625,14.99198055267334,0.34445592761039734
eval,7008,2006-10-20 00:00:00,83,83,1133.321533203125,20.048423767089844,0.981547474861145
eval,7008,2006-10-20 00:00:00,84,84,1258.388427734375,20.932558059692383,0.6903831958770752
eval,7008,2006-10-20 00:00:00,85,85,1007.9873046875,17.933013916015625,0.588840663433075
eval,7008,2006-10-20 00:00:00,86,86,1714.131591796875,24.276823043823242,0.8344134092330933
eval,7008,2006-10-20 00:00:00,87,87,1860.25390625,25.099090576171875,1.0754361152648926
eval,7008,2006-10-20 00:00:00,88,88,926.4877319335938,16.94179916381836,0.6213515996932983
eval,7008,2006-10-20 00:00:00,89,89,1779.3642578125,24.656909942626953,1.060233473777771
eval,7008,2006-10-20 00:00:00,90,90,870.4464111328125,16.990612030029297,0.809490442276001
eval,7008,2006-10-20 00:00:00,91,91,1470.77001953125,22.971965789794922,0.7128005027770996
eval,7008,2006-10-20 00:00:00,92,92,1376.4544677734375,20.30203628540039,0.6499561667442322
eval,7008,2006-10-20 00:00:00,93,93,1616.453125,22.833751678466797,0.8374674320220947
eval,7008,2006-10-20 00:00:00,94,94,1891.88525390625,25.644775390625,1.0375412702560425
eval,7008,2006-10-20 00:00:00,95,95,1179.892578125,20.603670120239258,0.5935295820236206
eval,7008,2006-10-20 00:00:00,96,96,1267.8782958984375,21.91566276550293,0.7982348799705505
eval,7008,2006-10-20 00:00:00,97,97,1274.029052734375,19.776546478271484,0.7317428588867188
eval,7008,2006-10-20 00:00:00,98,98,1015.7225341796875,17.711637496948242,0.7058573961257935
eval,7008,2006-10-20 00:00:00,99,99,1032.89892578125,19.124385833740234,0.42428216338157654
eval,7008,2006-10-20 00:00:00,100,100,1085.3394775390625,18.748489379882812,0.9884369373321533
eval,7008,2006-10-20 00:00:00,101,101,949.7021484375,18.341068267822266,0.9499785304069519
eval,7008,2006-10-20 00:00:00,102,102,1475.181640625,21.130630493164062,0.7976469993591309
eval,7008,2006-10-20 00:00:00,103,103,1894.7264404296875,25.71715545654297,0.9864208698272705
eval,7008,2006-10-20 00:00:00,104,104,6025.5634765625,46.45185470581055,1.0402050018310547
eval,7008,2006-10-20 00:00:00,105,105,2778.75390625,32.05442810058594,0.4321472644805908
eval,7008,2006-10-20 00:00:00,106,106,1343.3558349609375,21.910472869873047,0.751897931098938
eval,7008,2006-10-20 00:00:00,107,107,1501.4130859375,21.888221740722656,0.6949472427368164
eval,7008,2006-10-20 00:00:00,108,108,1420.8470458984375,20.873092651367188,0.7789739370346069
eval,7008,2006-10-20 00:00:00,109,109,344.84930419921875,9.335779190063477,0.17597588896751404
eval,7008,2006-10-20 00:00:00,110,110,731.107421875,15.245257377624512,0.37382596731185913
eval,7008,2006-10-20 00:00:00,111,111,1638.7532958984375,24.134695053100586,0.7345635294914246
eval,7008,2006-10-20 00:00:00,112,112,393.8553466796875,11.994026184082031,0.5658345222473145
eval,7008,2006-10-20 00:00:00,113,113,1552.4228515625,22.32498550415039,0.9027685523033142
eval,7008,2006-10-20 00:00:00,114,114,707.5263671875,15.9971923828125,0.32750841975212097
eval,7008,2006-10-20 00:00:00,115,115,183.54278564453125,8.171130180358887,1.0090092420578003
eval,7008,2006-10-20 00:00:00,116,116,2182.677734375,27.110326766967773,0.9801212549209595
eval,7008,2006-10-20 00:00:00,117,117,1149.095703125,19.89409828186035,0.4893951416015625
eval,7008,2006-10-20 00:00:00,118,118,1849.8109130859375,24.580947875976562,0.9056241512298584
eval,7008,2006-10-20 00:00:00,119,119,849.0789794921875,17.222938537597656,0.7600295543670654
eval,7008,2006-10-20 00:00:00,120,120,1414.2919921875,21.6268310546875,0.6649729013442993
eval,7008,2006-10-20 00:00:00,121,121,8703.685546875,59.1473503112793,0.891357421875
eval,7008,2006-10-20 00:00:00,122,122,2136.99951171875,27.483421325683594,0.9391744136810303
eval,7008,2006-10-20 00:00:00,123,123,1153.5262451171875,18.920291900634766,0.560091495513916
eval,7008,2006-10-20 00:00:00,124,124,4413.18310546875,40.40159606933594,0.6843589544296265
eval,7008,2006-10-20 00:00:00,125,125,4061.058349609375,37.79051208496094,0.8902579545974731
eval,7008,2006-10-20 00:00:00,126,126,621.2457275390625,14.31447982788086,0.943126380443573
eval,7008,2006-10-20 00:00:00,127,127,1402.2998046875,22.363506317138672,0.6752973794937134
eval,7008,2006-10-20 00:00:00,128,128,2159.741943359375,26.98750877380371,1.068416953086853
eval,7008,2006-10-20 00:00:00,129,129,115.2411117553711,6.390580654144287,0.6156558990478516
eval,7008,2006-10-20 00:00:00,130,130,817.1885986328125,17.144142150878906,0.4940701723098755
eval,7008,2006-10-20 00:00:00,131,131,1700.6927490234375,23.61716079711914,0.8849987983703613
eval,7008,2006-10-20 00:00:00,132,132,1336.5906982421875,20.881450653076172,0.6808664798736572
eval,7008,2006-10-20 00:00:00,133,133,1448.42041015625,21.880874633789062,0.6170977354049683
eval,7008,2006-10-20 00:00:00,134,134,1708.793701171875,23.906051635742188,0.8139979839324951
eval,7008,2006-10-20 00:00:00,135,135,1316.212646484375,23.26137924194336,0.8116713762283325
eval,7008,2006-10-20 00:00:00,136,136,4799.8271484375,41.22419738769531,1.2211192846298218
eval,7136,2006-10-25 08:00:00,0,0,270.26275634765625,10.300775527954102,0.038369543850421906
eval,7136,2006-10-25 08:00:00,1,1,57.62917709350586,4.23759126663208,0.028035592287778854
eval,7136,2006-10-25 08:00:00,2,2,1031.21728515625,17.551244735717773,0.6732544898986816
eval,7136,2006-10-25 08:00:00,3,3,170.03985595703125,7.299657344818115,0.09318442642688751
eval,7136,2006-10-25 08:00:00,4,4,176.11570739746094,7.703498363494873,0.03483152389526367
eval,7136,2006-10-25 08:00:00,5,5,367.214111328125,10.363651275634766,0.0254911407828331
eval,7136,2006-10-25 08:00:00,6,6,126.95512390136719,6.129954814910889,0.08497290313243866
eval,7136,2006-10-25 08:00:00,7,7,368.00152587890625,10.173791885375977,0.23295870423316956
eval,7136,2006-10-25 08:00:00,8,8,847.3414916992188,15.222078323364258,0.48051226139068604
eval,7136,2006-10-25 08:00:00,9,9,821.8058471679688,15.652789115905762,0.4967126250267029
eval,7136,2006-10-25 08:00:00,10,10,184.33444213867188,7.717090606689453,0.11204483360052109
eval,7136,2006-10-25 08:00:00,11,11,19.012319564819336,2.4697675704956055,0.031197434291243553
eval,7136,2006-10-25 08:00:00,12,12,1284.7923583984375,18.712453842163086,0.6971146464347839
eval,7136,2006-10-25 08:00:00,13,13,55.079376220703125,4.166871070861816,0.031974852085113525
eval,7136,2006-10-25 08:00:00,14,14,234.67950439453125,8.526788711547852,0.11624639481306076
eval,7136,2006-10-25 08:00:00,15,15,22.61347770690918,2.500248432159424,0.03989536687731743
eval,7136,2006-10-25 08:00:00,16,16,867.2279663085938,15.093198776245117,0.47769829630851746
eval,7136,2006-10-25 08:00:00,17,17,675.760498046875,12.235368728637695,0.3685278594493866
eval,7136,2006-10-25 08:00:00,18,18,47.9345817565918,3.8264384269714355,0.02685553953051567
eval,7136,2006-10-25 08:00:00,19,19,80.9395751953125,5.052428245544434,0.04712960869073868
eval,7136,2006-10-25 08:00:00,20,20,165.00320434570312,6.608098030090332,0.09751810133457184
